Word,Documents (With Count)
garçons,"[(483, 1)]"
montiel,"[(109, 1)]"
divisões,"[(243, 1)]"
cruento,"[(82, 1)]"
adota,"[(27, 1)]"
dirigidas,"[(27, 1), (158, 1), (194, 1)]"
adote,"[(448, 1)]"
largos,"[(291, 1)]"
derrubamos,"[(379, 1)]"
rais,"[(289, 3), (577, 1)]"
penca,"[(579, 1)]"
prestes,"[(283, 2), (540, 1)]"
mbia,"[(102, 2), (127, 1), (294, 2), (365, 1), (526, 1), (548, 1), (573, 1), (583, 1), (585, 3)]"
cofres,"[(17, 1), (56, 1), (294, 1), (424, 1), (505, 1)]"
treinamentos,"[(583, 1)]"
genético,"[(454, 2)]"
alemães,"[(193, 1)]"
matemáticos,"[(162, 1)]"
sumir,"[(397, 1)]"
oneram,"[(525, 3)]"
industrial,"[(179, 1), (525, 4)]"
enterro,"[(409, 2)]"
candidatos,"[(3, 3), (30, 1), (158, 1), (243, 3), (534, 1), (579, 1)]"
fácil,"[(86, 1), (123, 1), (127, 1), (155, 1), (212, 1), (223, 1), (239, 1), (264, 1), (294, 1), (361, 1), (459, 1), (480, 3), (508, 1), (582, 1), (596, 1)]"
eficácia,"[(118, 1), (124, 1), (264, 1), (568, 1)]"
andou,"[(409, 1)]"
minerais,"[(572, 2)]"
puco,"[(147, 1)]"
chulo,"[(297, 1)]"
moderação,"[(264, 1)]"
relations,"[(15, 1)]"
decepcionadas,"[(27, 1)]"
portão,"[(146, 1), (165, 1), (324, 1)]"
anúncios,"[(579, 1)]"
ótica,"[(623, 1)]"
perceberam,"[(56, 1), (457, 1), (534, 1)]"
onerar,"[(505, 1)]"
monarquia,"[(555, 1)]"
mercury,"[(250, 1), (459, 1), (592, 1)]"
combate,"[(13, 1), (30, 1), (33, 1), (105, 2), (111, 1), (121, 1), (123, 1), (130, 3), (134, 1), (146, 2), (166, 2), (189, 1), (212, 1), (220, 1), (223, 1), (249, 2), (276, 1), (282, 1), (315, 1), (388, 1), (465, 1), (470, 1), (495, 1), (520, 1), (523, 1), (525, 1), (545, 1), (568, 1), (602, 1), (606, 1), (632, 1)]"
dedicou,"[(407, 1)]"
pós-eleições,"[(57, 1)]"
movimento,"[(13, 1), (17, 1), (25, 5), (27, 1), (37, 1), (57, 2), (63, 1), (82, 1), (91, 1), (119, 3), (121, 4), (146, 1), (171, 4), (179, 1), (227, 1), (229, 2), (237, 1), (248, 1), (249, 1), (251, 2), (263, 1), (283, 1), (289, 2), (301, 1), (315, 1), (354, 1), (380, 1), (442, 1), (448, 9), (457, 1), (463, 1), (471, 1), (519, 1), (545, 1), (562, 1), (566, 5), (568, 1), (572, 1), (575, 2), (577, 2), (590, 1), (627, 1), (633, 1)]"
limaalef,"[(491, 1), (601, 1)]"
existência,"[(17, 1), (30, 1), (59, 1), (62, 1), (82, 1), (165, 1), (179, 1), (219, 1), (273, 2), (354, 1), (433, 1), (525, 1), (572, 1)]"
provocou,"[(98, 1), (121, 1), (134, 1), (146, 1), (158, 1), (200, 1), (582, 1)]"
assassinaram,"[(380, 1)]"
vitimaram,"[(179, 1), (519, 1)]"
divididas,"[(127, 1)]"
mágoa,"[(615, 2)]"
eternizada,"[(102, 1)]"
quinto,"[(3, 1), (113, 1), (252, 1), (397, 1)]"
rindo,"[(633, 1)]"
empoeirado,"[(239, 1)]"
tom,"[(17, 1), (51, 1), (57, 1), (104, 1), (108, 1), (124, 2), (174, 1), (289, 2), (295, 1), (323, 1), (338, 1), (367, 2), (404, 1), (553, 1), (559, 1), (623, 1)]"
corpus,"[(55, 1), (61, 2), (105, 1), (198, 1), (283, 1), (367, 3), (525, 1)]"
toa,"[(96, 1), (145, 1), (166, 1), (433, 1)]"
quinta,"[(119, 1), (309, 1), (552, 1)]"
lulaleao,"[(503, 1)]"
deixo,"[(102, 1), (219, 1), (443, 2), (508, 1)]"
preconceituoso,"[(28, 1), (559, 1)]"
calcinhas,"[(252, 1)]"
estrada,"[(25, 1), (55, 1), (255, 1), (457, 1)]"
campi,"[(243, 1)]"
solicitou,"[(25, 1), (192, 1), (407, 1), (457, 1)]"
concorreu,"[(30, 1), (52, 1)]"
athlético,"[(127, 1)]"
peça-chave,"[(315, 1)]"
serve,"[(37, 1), (137, 1), (273, 1), (302, 1), (465, 1), (525, 1), (559, 1), (590, 1), (611, 1)]"
monstruosamente,"[(297, 1)]"
concorrer,"[(30, 1), (62, 1), (237, 1), (365, 1), (525, 1), (576, 1)]"
dará,"[(103, 1), (331, 1), (340, 1), (545, 1), (555, 1), (596, 1), (609, 2)]"
compressor,"[(418, 2)]"
instância,"[(17, 1), (33, 1), (55, 1), (62, 4), (102, 2), (103, 2), (217, 1), (266, 1), (268, 1), (367, 2), (401, 1), (404, 1), (448, 1), (525, 1)]"
amiga,"[(304, 1), (444, 1), (460, 1), (502, 1)]"
citamos,"[(534, 1)]"
analista,"[(158, 1), (279, 1), (376, 3), (577, 1)]"
cumprimenta-la,"[(534, 1)]"
sugeriu-se,"[(130, 1)]"
denominado,"[(235, 1)]"
isonomia,"[(166, 1)]"
letramento,"[(166, 1)]"
pressioná-lo,"[(212, 1)]"
profetizou,"[(445, 1)]"
ex-marido,"[(59, 1), (103, 1), (219, 1), (390, 1), (460, 1)]"
cravou,"[(553, 1)]"
recurso,"[(126, 1), (368, 1), (384, 1), (451, 1), (505, 1), (631, 1)]"
maciça,"[(283, 1)]"
crescem,"[(243, 1)]"
concílio,"[(194, 1)]"
imbecilizados,"[(291, 1)]"
leste,"[(10, 1), (165, 1), (270, 1), (443, 1)]"
dourar,"[(354, 1)]"
prega,"[(57, 1)]"
obrigatório,"[(19, 1), (55, 1), (179, 1)]"
reavaliação,"[(319, 1)]"
desconstruc,"[(27, 1)]"
classes,"[(27, 3), (63, 2), (145, 1), (174, 3), (195, 1), (208, 1), (243, 1), (252, 1), (466, 1), (584, 1)]"
envelheciam,"[(373, 1)]"
crescer,"[(19, 1), (27, 1), (55, 2), (138, 1), (179, 1), (525, 1), (573, 1)]"
led,"[(237, 1)]"
deverão,"[(160, 1), (294, 1), (542, 1), (548, 1)]"
obrigatória,"[(340, 1)]"
cresceu,"[(3, 1), (17, 1), (55, 2), (174, 1), (179, 2), (289, 1), (534, 1), (593, 1)]"
metálico,"[(309, 1)]"
alcolumbre,"[(418, 1), (502, 2), (535, 1), (551, 1), (586, 1)]"
nefastas,"[(327, 1)]"
injuriou,"[(33, 1)]"
lembrem-se,"[(289, 1)]"
rao,"[(165, 1)]"
conduto,"[(531, 1)]"
confiscados,"[(34, 1)]"
dublou,"[(417, 1), (592, 1)]"
aliaram,"[(339, 1)]"
jericoacoara,"[(593, 1)]"
rap,"[(55, 1)]"
provam,"[(602, 1)]"
lavajatismo,"[(223, 2)]"
estrelado,"[(158, 1)]"
insatisfeitos,"[(194, 1), (306, 1)]"
profeta,"[(309, 1)]"
ignorar,"[(216, 1), (217, 1), (354, 1)]"
conduziram,"[(573, 1)]"
bilhete,"[(555, 1)]"
conversando,"[(237, 1), (300, 1), (579, 1)]"
iván,"[(514, 2), (585, 1)]"
visualizar,"[(519, 1)]"
brincavam,"[(76, 1)]"
entoando,"[(166, 1)]"
nimas,"[(112, 1), (289, 1)]"
tratado,"[(62, 1), (119, 1), (123, 1), (212, 1), (407, 1), (486, 1), (627, 2)]"
novidade,"[(283, 1), (289, 1), (323, 1), (331, 1), (602, 1)]"
engajamento,"[(577, 1)]"
desorientada,"[(519, 1)]"
judaica,"[(193, 1)]"
neurologista,"[(297, 1)]"
investidora,"[(158, 2)]"
tratada,"[(37, 1), (327, 1), (379, 1), (559, 1)]"
reconhecendo,"[(583, 1)]"
quartéis,"[(10, 2), (57, 1), (309, 2), (324, 1)]"
doentes,"[(177, 1), (236, 1)]"
idades,"[(19, 1), (30, 1), (239, 1)]"
alimentos,"[(207, 1), (252, 6), (367, 1), (429, 1), (458, 1), (609, 1)]"
produções,"[(55, 1), (433, 1)]"
exércitos,"[(553, 1)]"
ressarcir,"[(266, 1)]"
prestígio,"[(219, 2)]"
efeito,"[(99, 1), (134, 1), (172, 1), (179, 1), (229, 1), (282, 1), (289, 1), (433, 1), (444, 1), (585, 1), (627, 1)]"
contrário,"[(52, 1), (61, 1), (62, 1), (80, 2), (99, 1), (102, 2), (105, 1), (112, 1), (128, 1), (130, 1), (138, 1), (179, 1), (185, 1), (195, 1), (198, 1), (208, 1), (229, 1), (252, 1), (255, 1), (260, 1), (268, 1), (283, 1), (289, 1), (301, 1), (331, 1), (340, 1), (352, 2), (403, 1), (406, 1), (442, 1), (519, 1), (525, 2), (535, 1), (551, 1), (566, 3), (568, 1), (572, 1), (586, 1)]"
exp�,"[(64, 1), (315, 1), (388, 1)]"
hospitais,"[(82, 1), (179, 3), (568, 4)]"
sinais,"[(138, 1), (147, 1), (172, 1), (283, 1), (502, 1), (514, 3)]"
vencer,"[(30, 1), (291, 1), (627, 1)]"
companhia,"[(17, 1), (96, 1), (103, 2), (158, 1), (214, 1), (437, 1), (445, 1), (566, 1)]"
petróleos,"[(17, 1)]"
fotografias,"[(108, 2), (433, 1)]"
adotado,"[(179, 2), (264, 1), (415, 1)]"
exonerou,"[(319, 1)]"
rogers,"[(635, 1)]"
superherói,"[(251, 1)]"
thc,"[(118, 3)]"
conjuntamente,"[(127, 1)]"
onerava,"[(525, 1)]"
vandalizam,"[(327, 1)]"
chegaram,"[(17, 1), (57, 3), (82, 2), (98, 1), (119, 1), (179, 2), (229, 1), (289, 1), (390, 1), (403, 1), (525, 1), (623, 1)]"
spencer,"[(403, 1)]"
compensados,"[(19, 1)]"
conhece,"[(17, 1), (111, 1), (153, 1), (174, 2), (189, 1), (220, 1), (255, 1), (294, 2), (388, 1), (549, 2), (557, 2), (581, 1), (606, 1), (629, 2)]"
aglutinação,"[(138, 1)]"
articulado,"[(30, 1), (545, 1)]"
batelada,"[(394, 1)]"
chamativas,"[(27, 1)]"
vejamos,"[(586, 1), (602, 1)]"
distorção,"[(193, 1)]"
articulada,"[(224, 1), (535, 1), (566, 1)]"
repertório,"[(108, 1)]"
passaria,"[(158, 1)]"
conheci,"[(82, 1), (249, 1), (546, 1)]"
vendo-o,"[(361, 1)]"
provenientes,"[(273, 1)]"
inspira,"[(27, 2)]"
comprou,"[(304, 1), (306, 1), (627, 1)]"
rebeldia,"[(459, 1)]"
cabec,"[(27, 1)]"
saga,"[(420, 1)]"
bolsonariana,"[(277, 1)]"
queen,"[(57, 1), (73, 1), (592, 2), (600, 1)]"
revogatório,"[(623, 1)]"
inspiro,"[(249, 1)]"
pensamentos,"[(57, 1), (174, 1), (359, 1)]"
rio-são,"[(127, 1)]"
rechaçada,"[(17, 1)]"
votação,"[(51, 1), (57, 1), (195, 1), (248, 2), (376, 1), (404, 1), (409, 1), (418, 1), (424, 1), (505, 1), (534, 3), (577, 1), (583, 1)]"
brilhante,"[(171, 1), (297, 1)]"
earth,"[(15, 1)]"
coronel,"[(174, 1), (477, 1), (486, 1), (572, 2)]"
ex-companheiro,"[(631, 1)]"
basearão,"[(207, 1)]"
sabendo-se,"[(17, 1)]"
atrapalha,"[(223, 1)]"
saltou,"[(201, 2), (236, 1)]"
curricular,"[(166, 1)]"
couto,"[(278, 1)]"
truxeram,"[(319, 1)]"
animais,"[(13, 1), (98, 1), (104, 1), (108, 1), (124, 1), (466, 1), (467, 2), (559, 1), (628, 2)]"
paralisada,"[(166, 1)]"
escutar,"[(82, 1), (559, 1), (566, 1), (581, 1)]"
bandeirante,"[(219, 1)]"
progresso,"[(88, 1), (162, 1), (167, 1), (174, 1), (248, 1), (572, 2)]"
esquecem,"[(465, 1), (470, 1)]"
benítez,"[(585, 1)]"
relator,"[(57, 2), (99, 2), (192, 1), (229, 1), (294, 1), (525, 1), (531, 1)]"
relatos,"[(10, 1), (57, 1), (179, 1), (477, 1)]"
relatou,"[(86, 1), (207, 1), (534, 1), (561, 1)]"
déficits,"[(273, 1)]"
globolixo,"[(289, 4)]"
respeitem,"[(179, 1)]"
córrego,"[(113, 1), (237, 1)]"
pinheiros,"[(278, 1), (544, 1)]"
escritos,"[(52, 1), (250, 1)]"
escritor,"[(72, 2), (162, 2), (278, 1), (523, 1), (593, 1)]"
íntimas,"[(594, 1), (633, 1)]"
sottili,"[(82, 1)]"
elevações,"[(19, 2)]"
watch,"[(78, 1), (603, 1)]"
salomão,"[(25, 1), (119, 1), (168, 1)]"
trânsito,"[(55, 2), (248, 1), (260, 1)]"
emblemáticos,"[(592, 1)]"
gilson,"[(130, 1)]"
reeleita,"[(27, 1), (525, 1)]"
manifestando,"[(304, 1)]"
matariam,"[(627, 1)]"
wedding,"[(460, 1)]"
remediada,"[(579, 1)]"
pós-modernidade,"[(223, 1)]"
bandido,"[(55, 7), (398, 1), (477, 1), (561, 1)]"
ícone,"[(545, 1)]"
reeleito,"[(57, 1)]"
assassinados,"[(25, 2), (27, 1), (171, 1), (179, 1), (575, 1)]"
cativeiro,"[(76, 1)]"
induzirem,"[(158, 1)]"
boulos,"[(285, 3), (519, 1), (534, 1)]"
culpa-las,"[(327, 1)]"
acreditam,"[(162, 1), (172, 1), (243, 1)]"
israeli,"[(385, 1)]"
temporariamente,"[(516, 1)]"
ipea,"[(562, 1)]"
bivar,"[(132, 1), (282, 4), (384, 1), (586, 1)]"
herrendoerfer,"[(172, 1)]"
voltaram,"[(229, 1), (367, 1), (443, 1)]"
intensificadas,"[(304, 1)]"
investigaçõesmuitas,"[(457, 1)]"
peito,"[(88, 1), (162, 1), (205, 1), (324, 1), (327, 1)]"
ideologização,"[(98, 2)]"
litvak,"[(193, 1)]"
intencional,"[(289, 1)]"
estados,"[(17, 3), (37, 1), (51, 1), (55, 2), (56, 1), (57, 1), (60, 1), (61, 3), (62, 3), (76, 1), (82, 1), (98, 1), (99, 1), (103, 1), (122, 1), (123, 3), (127, 1), (130, 3), (133, 1), (166, 1), (167, 2), (192, 1), (207, 1), (235, 1), (243, 1), (266, 3), (268, 1), (273, 2), (285, 1), (304, 1), (354, 1), (365, 1), (403, 1), (407, 1), (429, 2), (442, 1), (448, 1), (457, 2), (480, 1), (488, 1), (517, 5), (520, 1), (523, 1), (526, 1), (531, 1), (542, 1), (544, 1), (545, 2), (566, 1), (572, 1), (573, 1), (583, 7), (585, 3), (593, 1), (627, 1), (632, 2)]"
padrão,"[(30, 1), (68, 1), (76, 1), (80, 1), (102, 1), (127, 1), (137, 1), (174, 1), (297, 1), (323, 1), (361, 1), (407, 1), (415, 1), (442, 1)]"
deslegitimar,"[(59, 1)]"
compreender,"[(465, 1)]"
emprestada,"[(396, 1)]"
liderado,"[(147, 1), (227, 1), (632, 1)]"
dionizio,"[(289, 1)]"
democraticamente,"[(514, 1)]"
stj,"[(217, 1)]"
gaba,"[(86, 1)]"
índice,"[(13, 1), (114, 1), (123, 1), (167, 1), (177, 1), (179, 1), (201, 1), (294, 1), (449, 1), (514, 1)]"
nus,"[(137, 1), (158, 1), (559, 1)]"
aarhus,"[(37, 1)]"
agripino,"[(216, 1)]"
resist,"[(15, 1)]"
margarette,"[(448, 1)]"
parou,"[(119, 1), (153, 1), (167, 1), (525, 1)]"
persuasivas,"[(519, 1)]"
mantimentos,"[(517, 1)]"
opini�,"[(307, 1)]"
enviado,"[(208, 1), (236, 1), (266, 3), (339, 1), (376, 1), (443, 1), (448, 1), (455, 1), (477, 1), (480, 1), (583, 1)]"
alinhados,"[(122, 1), (585, 1)]"
comissão,"[(25, 2), (28, 2), (33, 1), (57, 13), (82, 3), (99, 1), (113, 1), (119, 2), (134, 1), (142, 1), (158, 1), (166, 1), (171, 1), (179, 1), (185, 1), (192, 4), (210, 1), (212, 3), (219, 1), (229, 3), (235, 1), (238, 1), (249, 1), (260, 1), (278, 1), (283, 1), (294, 1), (324, 3), (354, 3), (380, 1), (448, 2), (457, 1), (523, 1), (545, 20), (560, 1), (568, 1), (572, 1), (582, 1), (590, 1), (603, 1), (627, 5)]"
irmã,"[(219, 1)]"
desvio,"[(17, 1), (132, 2), (340, 1), (586, 1)]"
autoproclamou,"[(108, 1)]"
alguma,"[(40, 1), (56, 1), (58, 1), (62, 1), (73, 1), (86, 1), (102, 1), (123, 1), (138, 1), (185, 1), (195, 1), (223, 1), (252, 4), (272, 1), (297, 1), (419, 1), (457, 1), (488, 1), (496, 2), (548, 1), (577, 2), (585, 1), (609, 1), (627, 2)]"
bezerra,"[(535, 2)]"
renda,"[(19, 1), (37, 1), (51, 1), (63, 1), (80, 2), (171, 1), (179, 5), (195, 2), (210, 2), (288, 1), (291, 1), (318, 1), (583, 1), (593, 2)]"
floriano,"[(319, 1), (379, 1)]"
instalou,"[(48, 1), (185, 1), (192, 1), (268, 1), (525, 1)]"
muy,"[(502, 1)]"
assertivamente,"[(212, 1)]"
frequentam,"[(566, 1)]"
usava,"[(59, 1), (219, 1), (289, 1), (483, 1)]"
crivo,"[(212, 1)]"
abandonado,"[(162, 1), (229, 2)]"
impossível,"[(63, 1), (66, 1), (114, 1), (126, 1), (128, 1), (177, 1), (179, 1), (214, 2), (223, 2), (239, 1), (252, 2), (273, 1), (327, 1), (404, 1), (415, 1)]"
declinou,"[(514, 1)]"
metais,"[(400, 1)]"
moralista,"[(354, 1)]"
descanso,"[(62, 1), (76, 2), (373, 1), (460, 1)]"
fiapo,"[(496, 1)]"
deputadas,"[(534, 1)]"
quantos,"[(61, 1), (108, 1), (252, 1), (477, 1)]"
tcheca,"[(583, 1)]"
casca,"[(252, 2)]"
flexível,"[(122, 1), (252, 1), (331, 1)]"
decretadas,"[(248, 1)]"
lupa,"[(486, 1)]"
imprudente,"[(361, 1)]"
classificar,"[(62, 1)]"
partidárias,"[(138, 1), (306, 2)]"
esferas,"[(179, 1)]"
valia,"[(627, 1)]"
lobos,"[(502, 2)]"
news,"[(30, 1), (55, 1), (58, 1), (59, 8), (78, 1), (208, 1), (263, 1), (277, 1), (282, 1), (289, 10), (320, 1), (412, 1), (417, 1), (442, 1), (508, 1), (548, 1), (577, 1), (610, 1), (623, 1), (627, 2)]"
ecometals,"[(103, 9)]"
variar,"[(397, 1), (505, 1), (593, 1)]"
neófito,"[(376, 1)]"
planos,"[(6, 1), (112, 1), (179, 1), (192, 1), (442, 1), (545, 1), (603, 1)]"
outros,"[(10, 1), (11, 1), (13, 1), (25, 1), (27, 2), (30, 1), (33, 1), (34, 2), (37, 1), (48, 1), (55, 1), (61, 1), (62, 1), (63, 2), (68, 1), (76, 1), (80, 1), (82, 5), (105, 1), (108, 1), (109, 1), (113, 1), (118, 2), (126, 1), (128, 1), (130, 1), (132, 1), (137, 2), (146, 1), (157, 1), (160, 1), (162, 1), (166, 2), (167, 1), (171, 3), (174, 1), (193, 1), (198, 1), (200, 1), (208, 2), (214, 1), (223, 1), (227, 1), (229, 1), (235, 1), (248, 3), (250, 2), (270, 1), (273, 1), (282, 1), (283, 3), (289, 4), (292, 1), (294, 3), (297, 2), (309, 1), (320, 1), (324, 1), (340, 2), (345, 1), (362, 1), (367, 2), (372, 1), (376, 1), (379, 1), (398, 1), (406, 1), (418, 1), (424, 1), (429, 1), (430, 1), (433, 1), (442, 1), (448, 1), (454, 1), (465, 1), (470, 1), (471, 1), (477, 1), (480, 1), (488, 1), (514, 2), (519, 1), (525, 2), (534, 1), (542, 2), (545, 1), (552, 1), (559, 1), (560, 1), (561, 1), (568, 2), (572, 2), (577, 2), (583, 1), (585, 1), (590, 2), (597, 2), (600, 1), (613, 1)]"
concretos,"[(3, 1), (56, 1)]"
terreno,"[(17, 1), (194, 1), (276, 1), (407, 1), (457, 1)]"
irregular,"[(25, 1), (237, 2), (445, 1), (466, 1)]"
justificar,"[(105, 1), (130, 1), (210, 1), (294, 1), (380, 1), (415, 1), (424, 1), (517, 1), (526, 1)]"
resposta,"[(13, 1), (17, 1), (27, 1), (28, 1), (61, 1), (76, 1), (82, 1), (102, 1), (118, 1), (123, 1), (179, 1), (207, 2), (216, 1), (217, 1), (252, 1), (282, 1), (289, 2), (306, 2), (320, 1), (340, 1), (361, 1), (471, 1), (480, 1), (544, 1), (553, 1), (566, 1), (577, 3), (590, 1), (600, 1), (603, 1), (623, 1), (627, 2), (628, 1)]"
conceito,"[(10, 1), (40, 1), (51, 1), (137, 1), (174, 1), (208, 1), (219, 2), (236, 1), (237, 1), (268, 1), (503, 1), (585, 1)]"
ostenta,"[(76, 1), (229, 1)]"
comumente,"[(332, 1)]"
admissão,"[(454, 1)]"
foggy,"[(573, 1)]"
vinculações,"[(166, 1)]"
reinante,"[(208, 1)]"
justificam,"[(324, 1)]"
girar,"[(153, 1)]"
livremente,"[(122, 1), (126, 1), (424, 1), (582, 1)]"
litros,"[(358, 2)]"
fonteles,"[(283, 4)]"
pró-saddam,"[(573, 1)]"
genilson,"[(223, 1)]"
acolhidas,"[(30, 1)]"
jantar,"[(60, 3), (268, 1), (297, 1), (327, 2), (360, 1), (362, 1), (593, 1)]"
percorridos,"[(219, 1)]"
churrasquinho,"[(338, 1)]"
epidemia,"[(124, 1), (236, 1), (270, 1), (345, 2)]"
mágica,"[(57, 1)]"
havendo,"[(585, 1)]"
exploração,"[(63, 1), (76, 3), (103, 1), (572, 1)]"
redistributivo,"[(249, 1)]"
colocávamos,"[(132, 1)]"
sérgio,"[(37, 2), (62, 2), (66, 1), (130, 2), (132, 2), (136, 1), (137, 1), (171, 1), (174, 1), (212, 2), (249, 1), (256, 1), (278, 1), (340, 1), (361, 1), (372, 1), (396, 1), (404, 1), (406, 2), (415, 1), (448, 3), (454, 1), (480, 2), (520, 2), (535, 1), (544, 1), (545, 2), (555, 1), (582, 1), (586, 4), (602, 2), (603, 3), (627, 1)]"
rápidos,"[(535, 1)]"
converti,"[(603, 1)]"
negociando,"[(153, 1), (573, 1)]"
levante,"[(573, 1)]"
ruas,"[(1, 1), (11, 1), (17, 1), (58, 1), (61, 1), (71, 1), (92, 1), (102, 1), (129, 1), (158, 1), (182, 1), (207, 1), (237, 2), (248, 1), (249, 1), (309, 2), (360, 1), (372, 1), (433, 1), (448, 1), (459, 1), (466, 1), (471, 1), (533, 1), (534, 2), (583, 2)]"
fronteiras,"[(27, 1), (237, 1), (517, 1)]"
hitler,"[(27, 2), (34, 10), (96, 2), (121, 5), (172, 3), (193, 4), (315, 1), (378, 2), (526, 1)]"
alertou,"[(10, 1), (60, 1), (235, 1), (294, 1), (307, 1), (531, 1), (573, 1)]"
fritura,"[(597, 1)]"
instituir,"[(380, 1)]"
despercebida,"[(302, 1), (460, 1)]"
emergenciais,"[(166, 1)]"
melancia,"[(252, 4)]"
sugestivo,"[(466, 1)]"
aplicadas,"[(61, 1), (480, 1)]"
igrejas,"[(11, 2), (34, 2), (297, 1), (465, 1), (470, 1)]"
copia,"[(544, 1), (555, 1)]"
arrependi,"[(408, 1)]"
encara,"[(137, 1), (172, 1), (582, 1)]"
ronaldosola,"[(443, 1)]"
hidrelétrica,"[(25, 2), (119, 1)]"
ofensa,"[(208, 1), (266, 1), (280, 1)]"
frentes,"[(249, 1), (534, 1)]"
sombria,"[(55, 1), (82, 1)]"
passamos,"[(632, 1)]"
elza,"[(433, 1)]"
ditatorial,"[(82, 1), (260, 1), (283, 1), (309, 1), (354, 1), (380, 1)]"
barbaramente,"[(236, 1)]"
instauradas,"[(27, 1)]"
humildemente,"[(162, 1), (208, 1)]"
imaginaram,"[(457, 1)]"
resolvidos,"[(137, 1), (542, 1)]"
sustentabilidade,"[(80, 1), (237, 1), (525, 1)]"
comprovar,"[(25, 1), (82, 1), (210, 1), (390, 1), (457, 1), (577, 1)]"
eremias,"[(171, 1)]"
maklouf,"[(219, 1)]"
perdas,"[(113, 1), (519, 1)]"
históricos,"[(51, 1), (179, 1)]"
deixemos,"[(102, 1), (273, 1)]"
republicano,"[(122, 1), (166, 2), (207, 4), (294, 1)]"
impensável,"[(394, 1)]"
conta,"[(3, 2), (6, 1), (13, 1), (27, 2), (28, 1), (30, 3), (51, 2), (55, 1), (56, 1), (59, 1), (60, 1), (73, 1), (76, 2), (82, 2), (86, 1), (91, 2), (94, 1), (103, 1), (118, 1), (123, 1), (130, 1), (153, 1), (158, 2), (160, 1), (167, 2), (172, 1), (174, 1), (179, 3), (214, 1), (219, 1), (232, 1), (237, 3), (248, 1), (249, 1), (289, 13), (294, 1), (306, 2), (327, 1), (332, 1), (338, 1), (367, 2), (407, 1), (437, 1), (451, 1), (457, 1), (459, 2), (477, 4), (505, 1), (523, 1), (532, 1), (534, 1), (548, 1), (559, 1), (566, 1), (577, 2), (579, 1), (586, 1), (608, 1), (615, 1), (627, 1), (631, 1), (633, 1)]"
esparsos,"[(57, 1)]"
fracassaram,"[(166, 1)]"
igualitário,"[(505, 1), (627, 1)]"
cajamar,"[(606, 1)]"
anseios,"[(545, 1)]"
orientações,"[(302, 1), (568, 1)]"
executadas,"[(25, 1), (40, 1)]"
sinceramente,"[(51, 1), (55, 2)]"
constrange,"[(172, 1)]"
surto,"[(57, 2), (60, 1), (297, 1), (327, 5), (568, 1), (627, 1)]"
estufa,"[(162, 1)]"
lessem,"[(99, 1), (223, 1)]"
autarquias,"[(61, 2)]"
executores,"[(25, 1), (603, 2)]"
mentir,"[(592, 1), (627, 1)]"
mentiu,"[(216, 1)]"
pedia-se,"[(130, 1)]"
cozinhar,"[(252, 2)]"
normais,"[(251, 1)]"
interessam,"[(161, 1)]"
calculadora,"[(158, 1)]"
maribel,"[(579, 1)]"
ignorantes,"[(236, 1), (300, 1)]"
�dio,"[(27, 4)]"
mobilizações,"[(113, 1), (534, 1)]"
consumista,"[(63, 1)]"
ticiane,"[(400, 3)]"
ancorou,"[(200, 1)]"
deutschland,"[(627, 1)]"
desviados,"[(424, 1)]"
medica,"[(252, 1)]"
escolar,"[(119, 1), (122, 1), (166, 2), (207, 1), (237, 2)]"
escolas,"[(57, 4), (59, 3), (99, 1), (122, 1), (162, 1), (166, 6), (167, 1), (229, 1), (235, 1), (251, 1), (278, 1), (566, 5), (613, 1), (627, 1)]"
desabafa,"[(477, 1), (577, 1), (633, 1)]"
domínio,"[(17, 1), (57, 1), (127, 1), (182, 1), (268, 1), (289, 1)]"
eleitos,"[(61, 1), (486, 1), (545, 1), (553, 1), (586, 1)]"
nominalmente,"[(164, 1)]"
qualificados,"[(465, 1)]"
participasse,"[(502, 1)]"
corajosas,"[(13, 1), (64, 1)]"
relativizando,"[(236, 1)]"
antiga,"[(25, 1), (103, 2), (119, 1), (410, 1), (505, 1)]"
emissora,"[(70, 2), (163, 2), (200, 1), (201, 5), (263, 1), (295, 1), (306, 3), (322, 1), (332, 1), (355, 2), (362, 1), (375, 3), (403, 1), (421, 3), (540, 1), (554, 1), (566, 3), (599, 2), (600, 1), (630, 2), (633, 1)]"
severas,"[(17, 1), (195, 1), (282, 1)]"
djalma,"[(108, 2)]"
pensões,"[(19, 1), (149, 1), (210, 2), (316, 1)]"
barão,"[(58, 1), (223, 1)]"
massivamente,"[(158, 1)]"
antigo,"[(10, 1), (124, 1), (132, 1), (167, 1), (314, 1), (520, 1)]"
bacci,"[(332, 1)]"
passou,"[(10, 1), (17, 2), (33, 1), (46, 1), (55, 3), (57, 1), (60, 1), (82, 1), (112, 1), (119, 1), (132, 1), (158, 2), (174, 2), (179, 1), (200, 2), (229, 1), (235, 1), (236, 1), (237, 1), (260, 1), (264, 2), (277, 1), (294, 1), (295, 1), (297, 1), (302, 1), (316, 1), (331, 1), (409, 1), (418, 1), (457, 1), (460, 3), (471, 1), (496, 1), (506, 1), (525, 1), (534, 1), (551, 1), (552, 1), (572, 1), (576, 1), (577, 1), (593, 1), (597, 1), (599, 1), (602, 1), (606, 1), (630, 1)]"
ex-promotor,"[(224, 1)]"
boates,"[(55, 3), (289, 1)]"
lactantes,"[(525, 1)]"
